date,temperature,ph,organic_load,hydraulic_retention_time,substrate_type,humidity,ambient_temperature,biogas_production,previous_day_production
2022-01-01,38.24178538252808,7.07287209539319,2.8215052695127785,24.282883917705355,agricultural_residue,84.07248235481904,24.691988230264094,94.21939547853236,157.4988513018023
2022-01-02,36.65433924707204,7.063975767484844,3.194500536946347,24.83672048129845,cattle_swine_poultry,90.48296894591061,16.93000054545025,147.48241084165744,94.21939547853236
2022-01-03,38.61922134525173,6.661307048210996,2.9026189389548573,25.32147439293791,energy_crops,85.0041066838973,25.579260319138346,131.40815253693458,147.48241084165744
2022-01-04,40.80757464102006,7.100972942489569,3.6104180469461196,29.7343073082309,cattle_swine_poultry,85.14591879027707,11.449875829645421,172.88238368528332,131.40815253693458
2022-01-05,36.41461656319166,7.419848724546524,4.697178531461913,21.263913457566282,agricultural_residue,86.03764138931712,14.211581492457226,148.77634252044282,172.88238368528332
2022-01-06,36.41465760762705,6.8177303642769616,2.7289578428587955,20.768265042436703,food_waste,78.81808935796772,32.95434728301109,109.64668497460352,148.77634252044282
2022-01-07,40.94803203876848,7.514544795315178,4.500820497768414,31.183098710714876,agricultural_residue,88.12460232051178,14.462919839669281,180.67804394699687,109.64668497460352
2022-01-08,38.918586822882276,7.3463324463253015,2.7183279276531125,22.68677629059351,agricultural_residue,78.72400942542085,10.240246887778836,101.99384073524824,180.67804394699687
2022-01-09,35.82631403516262,6.979730003408688,2.652372787503116,18.684823232114667,food_waste,80.30192209360487,14.611502985602876,91.25966070840407,101.99384073524824
2022-01-10,38.35640010896491,7.157541108798646,4.318594618343213,22.57435028950065,food_waste,79.75392615496418,32.4403436151804,194.80223772768517,91.25966070840407
2022-01-11,35.841455767968846,7.67949654229231,4.421936378007617,23.349736323779997,cattle_swine_poultry,84.12387516684727,11.24882955836371,164.76211865940553,194.80223772768517
2022-01-12,35.835675616074354,7.4200643440517595,4.351409936762654,32.77481363862883,energy_crops,83.23773648231071,16.265114904450694,295.73115472390606,164.76211865940553
2022-01-13,37.60490567891509,7.202635096469445,2.184202591781859,29.624131061883688,energy_crops,84.99387480845873,13.250845094098079,160.13079920007942,295.73115472390606
2022-01-14,32.216799388355504,7.128695004911705,3.0340490219279492,30.73760308316121,energy_crops,80.47371920111779,20.35522481745995,210.04709386799982,160.13079920007942
2022-01-15,32.68770541871742,7.222982721135498,4.3229885920033215,29.09986821173393,cattle_swine_poultry,90.02747660153189,19.38387461091558,232.34281125973405,210.04709386799982
2022-01-16,35.59428117689757,7.046470932617309,3.5415418405638945,29.73121835807657,cattle_swine_poultry,89.17013784363165,19.1154609596378,190.697878884472,232.34281125973405
2022-01-17,34.467922199163944,6.568575148284296,2.4263071538025356,21.55958936709841,food_waste,84.1309324355414,33.13680279643082,92.036387978722,190.697878884472
2022-01-18,37.78561833148819,7.812653373160419,3.9583179391254415,24.00698922323258,energy_crops,82.6081664170603,14.80554809417471,167.91949787820377,92.036387978722
2022-01-19,34.72993981119697,7.246597499759821,2.7851927410085295,20.050423434882255,agricultural_residue,82.103212533274,21.386873321697333,101.98217048747371,167.91949787820377
2022-01-20,33.46924074666177,7.319444179536761,5.2945248483922125,23.94755984731483,cattle_swine_poultry,83.4492750249466,24.031607477924407,199.84895483575096,101.98217048747371
2022-01-21,40.664121922303885,7.182627675036928,5.044841462418258,28.420524954673706,agricultural_residue,77.99877385624411,16.118744427567137,196.39611850173196,199.84895483575096
2022-01-22,36.43555924878366,6.979464959782624,4.104097426355567,25.672916424061235,energy_crops,80.2019634389408,24.919539887479615,222.66660355047281,196.39611850173196
2022-01-23,37.16882051171981,7.144222655715369,4.861006704769774,31.557404094801477,energy_crops,89.30060195992483,19.601137032680153,332.0231565525037,222.66660355047281
2022-01-24,33.438129534466356,6.720181571341707,3.564791350123381,19.292921038863902,cattle_swine_poultry,86.50906243037934,24.245854397139137,136.75051283003583,332.0231565525037
2022-01-25,35.63904318868704,7.883125949415992,4.265437494375016,27.5011917534912,cattle_swine_poultry,93.17137242988265,21.35200449084608,166.79908604204593,136.75051283003583
2022-01-26,37.27730647427467,6.8296464004732815,4.977720295302075,18.75848599065341,food_waste,83.50402424915339,9.696812646602176,168.2453641639486,166.79908604204593
2022-01-27,34.12251605644424,6.890410114845847,3.7454986817943126,25.470882345868212,agricultural_residue,83.19243386446567,29.83659227659445,132.1939725330625,168.2453641639486
2022-01-28,37.93924504586418,7.06792223868408,3.2448128284857165,28.701667112782395,food_waste,82.96050537728176,34.42274989212443,199.57395935389977,132.1939725330625
2022-01-29,35.49840327520299,7.586422717455713,1.7953780418228842,23.927487165878905,food_waste,83.40417758390916,20.93947490839112,106.63720103187218,199.57395935389977
2022-01-30,36.27076562551681,7.204352699778797,3.416866474278506,27.75563302043478,agricultural_residue,81.70022993426701,16.612287688800375,144.95305438594713,106.63720103187218
2022-01-31,35.495733469426504,6.829159261190862,4.323423184562311,20.20133832583533,energy_crops,86.354941073436,31.03607632705413,189.78769842202001,144.95305438594713
2022-02-01,41.630695461272346,7.576301508227202,4.44563342756763,16.681550109018083,agricultural_residue,85.14552033574206,33.342297417204826,103.43792516868629,189.78769842202001
2022-02-02,36.96625693815516,7.419300188035645,4.00436506571841,27.785148112439014,energy_crops,82.45042749080864,20.987227530460014,229.28570717794761,103.43792516868629
2022-02-03,34.355722677610245,7.361530487164936,2.95870090503776,33.72005117037867,food_waste,91.25574456509452,20.68791630867691,209.99797300962368,229.28570717794761
2022-02-04,39.05636228025797,7.414720272351253,1.5231784310524095,20.019775299150538,energy_crops,94.48291461243153,21.520533413971005,77.29182516789965,209.99797300962368
2022-02-05,33.947890875072446,7.9183085701747356,3.004784901995265,31.110970900533978,energy_crops,90.832886027867,11.95270666452817,162.57714639813136,77.29182516789965
